180	0.0000	4.1100	8.7500	8.1502	0.0101
180	0.0000	4.1050	8.7450	8.1500	0.0101
180	0.0000	4.1000	8.7400	8.1498	0.0101
180	0.0000	4.0950	8.7350	8.1495	0.0101
180	0.0000	4.0900	8.7300	8.1493	0.0101
180	0.0000	4.0850	8.7250	8.1491	0.0101
180	0.0000	4.0800	8.7200	8.1488	0.0101
180	0.0000	4.0750	8.7150	8.1486	0.0101
180	0.0000	4.0700	8.7100	8.1484	0.0101
180	0.0000	4.0650	8.7050	8.1481	0.0101
180	0.0000	4.0600	8.7000	8.1479	0.0101
180	0.0000	4.0550	8.6950	8.1477	0.0101
180	0.0000	4.0500	8.6900	8.1494	0.0101
180	0.0000	4.0450	8.6850	8.1491	0.0101
180	0.0000	4.0400	8.6800	8.1489	0.0101
180	0.0000	4.0350	8.6750	8.1487	0.0101
180	0.0000	4.0300	8.6700	8.1484	0.0101
180	0.0000	4.0250	8.6650	8.1482	0.0101
180	0.0000	4.0200	8.6600	8.1480	0.0101
180	0.0000	4.0150	8.6550	8.1477	0.0101
180	0.0000	4.0100	8.6500	8.1475	0.0101
180	0.0000	4.0050	8.6450	8.1473	0.0101
180	0.0000	4.0000	8.6400	8.1470	0.0101
