1.40E-03	0.2098	7.2152	0.2097
1.60E-03	0.2098	7.2152	0.3418
1.80E-03	0.2098	7.2162	0.4429
2.00E-03	0.2099	7.2172	0.5098
2.20E-03	0.2099	7.2182	0.5861
2.40E-03	0.2099	7.2182	0.6474
2.60E-03	0.21	7.2201	0.7043
2.80E-03	0.21	7.2201	0.754
3.00E-03	0.2101	7.2221	0.7954
3.20E-03	0.2101	7.2221	0.8354
3.40E-03	0.2102	7.225	0.868
3.60E-03	0.2102	7.225	0.8997
3.80E-03	0.2103	7.227	0.9283
4.00E-03	0.2103	7.227	0.9542
4.20E-03	0.2104	7.2289	0.9811
4.40E-03	0.2105	7.2318	1.0051
4.60E-03	0.2106	7.2338	1.0268
4.80E-03	0.2106	7.2338	1.0478
5.00E-03	0.2107	7.2358	1.068
5.20E-03	0.2108	7.2387	1.0862
5.40E-03	0.2109	7.2406	1.1029
5.60E-03	0.211	7.2426	1.1191
5.80E-03	0.2111	7.2455	1.1351
6.00E-03	0.2111	7.2445	1.1527
6.20E-03	0.2112	7.2475	1.1728
6.40E-03	0.2113	7.2494	1.1966
6.60E-03	0.2114	7.2514	1.2252
6.80E-03	0.2114	7.2504	1.2602
7.00E-03	0.2115	7.2533	1.3035
7.20E-03	0.2116	7.2553	1.3548
7.40E-03	0.2116	7.2543	1.4156
7.60E-03	0.2117	7.2563	1.4855
7.80E-03	0.2117	7.2563	1.5651
8.00E-03	0.2117	7.2553	1.653
8.20E-03	0.2117	7.2553	1.7487
8.40E-03	0.2118	7.2572	1.8511
8.60E-03	0.2118	7.2572	1.9585
8.80E-03	0.2118	7.2572	2.0689
9.00E-03	0.2118	7.2572	2.1808
9.20E-03	0.2117	7.2543	2.2919
9.40E-03	0.2117	7.2553	2.4006
9.60E-03	0.2117	7.2553	2.5048
9.80E-03	0.2117	7.2563	2.603
1.00E-02	0.2116	7.2533	2.6937
1.02E-02	0.2116	7.2543	2.7753
1.04E-02	0.2116	7.2553	2.8471
1.06E-02	0.2116	7.2563	2.9072
1.08E-02	0.2116	7.2572	2.9561
1.10E-02	0.2116	7.2582	2.9927
1.12E-02	0.2115	7.2563	3.0171
1.14E-02	0.2114	7.2543	3.0284
1.16E-02	0.2114	7.2563	3.0269
1.18E-02	0.2114	7.2572	3.0132
1.20E-02	0.2114	7.2582	2.9873
1.22E-02	0.2114	7.2592	2.9497
1.24E-02	0.2113	7.2572	2.8999
1.26E-02	0.2114	7.2614	2.8398
1.28E-02	0.2114	7.2624	2.7687
1.30E-02	0.2114	7.2634	2.6881
1.32E-02	0.2114	7.2644	2.598
1.34E-02	0.2114	7.2653	2.4991
1.36E-02	0.2114	7.2663	2.3919
1.38E-02	0.2114	7.2663	2.2773
1.40E-02	0.2114	7.2673	2.1557
1.42E-02	0.2114	7.2683	2.0275
1.44E-02	0.2114	7.2683	1.8937
1.46E-02	0.2114	7.2692	1.7545
1.48E-02	0.2114	7.2692	1.6104
1.50E-02	0.2114	7.2692	1.4619
1.52E-02	0.2114	7.2702	1.3097
1.54E-02	0.2114	7.2702	1.1541
1.56E-02	0.2114	7.2702	0.9955
1.58E-02	0.2114	7.2702	0.8345
1.60E-02	0.2114	7.2702	0.6711
1.62E-02	0.2115	7.2732	0.5061
1.64E-02	0.2115	7.2732	0.3395
1.66E-02	0.2115	7.2722	0.1717
