2.20E-03	0.2857	9.659	0.1003
2.40E-03	0.2857	9.658	0.1109
2.60E-03	0.2857	9.658	0.122
2.80E-03	0.2857	9.657	0.136
3.00E-03	0.2858	9.66	0.1495
3.20E-03	0.2858	9.66	0.1649
3.40E-03	0.2858	9.659	0.1785
3.60E-03	0.2859	9.6619	0.1928
3.80E-03	0.2859	9.661	0.208
4.00E-03	0.2859	9.661	0.2218
4.20E-03	0.286	9.6629	0.2364
4.40E-03	0.286	9.6629	0.25
4.60E-03	0.2861	9.6658	0.2634
4.80E-03	0.2861	9.6649	0.2765
5.00E-03	0.2861	9.6649	0.2887
5.20E-03	0.2862	9.6668	0.301
5.40E-03	0.2862	9.6668	0.3122
5.60E-03	0.2863	9.6688	0.3234
5.80E-03	0.2863	9.6688	0.3339
6.00E-03	0.2864	9.6707	0.3441
6.20E-03	0.2864	9.6707	0.3539
6.40E-03	0.2865	9.6727	0.3635
6.60E-03	0.2865	9.6727	0.3729
6.80E-03	0.2866	9.6746	0.3825
7.00E-03	0.2866	9.6736	0.3919
7.20E-03	0.2867	9.6766	0.4019
7.40E-03	0.2867	9.6756	0.4122
7.60E-03	0.2868	9.6785	0.4238
7.80E-03	0.2868	9.6776	0.4363
8.00E-03	0.2869	9.6795	0.4508
8.20E-03	0.2869	9.6795	0.4671
8.40E-03	0.287	9.6815	0.4863
8.60E-03	0.287	9.6805	0.5086
8.80E-03	0.2871	9.6824	0.5347
9.00E-03	0.2871	9.6824	0.565
9.20E-03	0.2872	9.6844	0.5998
9.40E-03	0.2872	9.6834	0.6398
9.60E-03	0.2872	9.6824	0.685
9.80E-03	0.2872	9.6815	0.7355
1.00E-02	0.2872	9.6815	0.7916
1.02E-02	0.2873	9.6834	0.8533
1.04E-02	0.2873	9.6824	0.9201
1.06E-02	0.2873	9.6815	0.9919
1.08E-02	0.2873	9.6815	1.0682
1.10E-02	0.2873	9.6805	1.1485
1.12E-02	0.2873	9.6805	1.2322
1.14E-02	0.2873	9.6795	1.3186
1.16E-02	0.2872	9.6766	1.407
1.18E-02	0.2872	9.6756	1.4963
1.20E-02	0.2872	9.6756	1.586
1.22E-02	0.2872	9.6756	1.6754
1.24E-02	0.2872	9.6756	1.7631
1.26E-02	0.2872	9.6756	1.8488
1.28E-02	0.2871	9.6727	1.9315
1.30E-02	0.2871	9.6727	2.0107
1.32E-02	0.2871	9.6727	2.0857
1.34E-02	0.2871	9.6727	2.1555
1.36E-02	0.2871	9.6736	2.22
1.38E-02	0.2871	9.6736	2.2786
1.40E-02	0.287	9.6707	2.3311
1.42E-02	0.287	9.6717	2.3768
1.44E-02	0.287	9.6717	2.4157
1.46E-02	0.287	9.6727	2.4477
1.48E-02	0.287	9.6727	2.4724
1.50E-02	0.2871	9.6764	2.4899
1.52E-02	0.2871	9.6773	2.5001
1.54E-02	0.2871	9.6773	2.5031
1.56E-02	0.2873	9.6842	2.4989
1.58E-02	0.2873	9.6852	2.4877
1.60E-02	0.2873	9.6852	2.4694
1.62E-02	0.2874	9.6892	2.4444
1.64E-02	0.2874	9.6892	2.4126
1.66E-02	0.2876	9.696	2.3745
1.68E-02	0.2875	9.6931	2.3301
1.70E-02	0.2877	9.7	2.2797
1.72E-02	0.2877	9.7009	2.2236
1.74E-02	0.2878	9.7042	2.1619
1.76E-02	0.2879	9.7077	2.0949
1.78E-02	0.2879	9.7077	2.0228
1.80E-02	0.2881	9.7146	1.946
1.82E-02	0.2881	9.7146	1.8646
1.84E-02	0.2882	9.7181	1.7788
1.86E-02	0.2883	9.7214	1.6889
1.88E-02	0.2884	9.7246	1.5952
1.90E-02	0.2885	9.7278	1.4979
1.92E-02	0.2886	9.731	1.3972
1.94E-02	0.2887	9.7341	1.2933
1.96E-02	0.2889	9.74	1.1864
1.98E-02	0.2888	9.7371	1.0768
2.00E-02	0.289	9.7432	0.9647
2.02E-02	0.2892	9.749	0.8502
2.04E-02	0.2892	9.749	0.7334
2.06E-02	0.2894	9.7551	0.6148
2.08E-02	0.2895	9.7579	0.4943
2.10E-02	0.2896	9.7607	0.3721
2.12E-02	0.2897	9.7635	0.2484
2.14E-02	0.2899	9.7693	0.1234
